time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2014-05-06T06:37:35.240Z,41.0356667,-125.1783333,24.134,2.93,md,43,273,0.8495,0.12,nc,nc72216551,2017-02-03T18:24:13.243Z,"88km WNW of Bayview, California",earthquake,0.98,9.76,0.175,49,reviewed,nc,nc
2014-05-06T04:07:39.600Z,42.288,-124.6661667,23.937,3.19,ml,18,220,0.7447,0.22,uw,uw60756827,2016-07-22T19:28:25.520Z,"24km WSW of Gold Beach, Oregon",earthquake,1.23,1.75,0.142,27,reviewed,uw,uw
2014-05-03T09:58:18.510Z,40.6411667,-126.1126667,4.912,2.92,md,32,313,1.361,0.14,nc,nc72214916,2017-02-03T17:53:14.969Z,"156km W of Ferndale, California",earthquake,5.28,6.26,0.2,27,reviewed,nc,nc
2014-04-29T22:04:42.610Z,40.303,-124.4665,8.211,2.6,md,24,250,0.1405,0.12,nc,nc72212126,2017-02-03T17:14:49.528Z,"34km SSW of Ferndale, California",earthquake,0.63,0.4,0.152,29,reviewed,nc,nc
2014-04-26T15:26:59.120Z,40.4315,-125.3211667,19.711,2.86,md,18,299,0.7514,0.37,nc,nc72205920,2017-02-03T16:16:55.797Z,"91km W of Ferndale, California",earthquake,2.42,31.61,0.133,45,reviewed,nc,nc
2014-04-23T22:00:45.600Z,40.6383333,-125.4205,22.472,3.32,ml,71,260,0.8405,0.2,nc,nc72204275,2017-02-03T15:46:46.114Z,"98km W of Ferndale, California",earthquake,2.57,7.54,0.135,19,reviewed,nc,nc
2014-04-22T01:49:38.260Z,40.7781667,-125.1463333,23.554,2.82,md,28,270,0.6856,0.21,nc,nc72203305,2017-02-03T15:28:24.765Z,"77km WNW of Ferndale, California",earthquake,2.65,16.28,0.244,29,reviewed,nc,nc
2014-04-14T17:49:00.780Z,40.2163333,-125.1238333,4.151,2.69,md,22,293,0.6505,0.28,nc,nc72199220,2017-02-03T14:31:19.802Z,"83km WSW of Ferndale, California",earthquake,1.88,1.04,0.166,46,reviewed,nc,nc
2014-04-14T10:29:57.380Z,40.5651667,-125.166,10.649,2.6,md,33,308,0.6369,0.18,nc,nc72199020,2017-02-03T14:28:13.706Z,"76km W of Ferndale, California",earthquake,3.03,31.61,0.146,27,reviewed,nc,nc
2014-04-13T23:45:37.240Z,40.7396667,-124.4956667,18.327,2.79,md,68,223,0.291,0.11,nc,nc72198790,2017-02-03T14:24:23.830Z,"25km W of Humboldt Hill, California",earthquake,0.39,0.48,0.122,66,reviewed,nc,nc
2014-04-12T19:14:33.210Z,40.2993333,-124.515,19.251,2.8,ml,30,233,0.1775,0.1,nc,nc72198335,2017-02-03T14:16:49.600Z,"37km SW of Ferndale, California",earthquake,0.85,0.29,0.209,20,reviewed,nc,nc
2014-04-12T04:12:51.040Z,40.4373333,-125.3495,24.348,3.05,ml,30,272,0.7721,0.27,nc,nc72198050,2017-02-03T14:11:29.330Z,"93km W of Ferndale, California",earthquake,1.55,20.24,0.335,15,reviewed,nc,nc
2014-04-08T22:04:37.330Z,40.4125,-125.181,5.65,2.65,md,17,298,0.6901,0.26,nc,nc72196100,2017-02-03T13:47:08.328Z,"79km WSW of Ferndale, California",earthquake,12.2,10.55,0.185,38,reviewed,nc,nc
2014-04-05T16:00:33.200Z,40.3285,-124.3153333,24.341,2.56,md,21,202,0.02432,0.14,nc,nc72194150,2017-02-03T13:19:42.950Z,"25km SW of Rio Dell, California",earthquake,1,0.85,0.16,43,reviewed,nc,nc
2014-04-04T01:55:46.550Z,40.4413333,-125.8388333,21.302,2.75,md,25,291,1.145,0.27,nc,nc72193295,2017-02-03T13:04:28.315Z,"134km W of Ferndale, California",earthquake,7.08,14.14,0.21,17,reviewed,nc,nc
2014-04-01T20:18:01.900Z,40.7248333,-125.2358333,23.778,2.94,ml,28,274,0.7279,0.25,nc,nc72192185,2017-02-03T12:47:30.152Z,"83km WNW of Ferndale, California",earthquake,2.74,18.49,0.212,13,reviewed,nc,nc
2014-03-30T21:35:02.290Z,40.188,-125.0973333,-0.109,2.58,md,23,290,0.636,0.29,nc,nc72191265,2017-02-03T12:32:08.132Z,"82km WSW of Ferndale, California",earthquake,2.02,0.91,0.201,27,reviewed,nc,nc
2014-03-29T01:20:33.990Z,40.6741667,-125.164,25.781,2.87,md,20,304,0.6595,0.15,nc,nc72190330,2017-02-03T12:17:21.143Z,"76km W of Ferndale, California",earthquake,1.61,12.59,0.184,23,reviewed,nc,nc
2014-03-28T23:47:29.980Z,40.3018333,-124.4773333,10.071,2.84,md,10,270,0.1486,0.05,nc,nc72190295,2017-02-03T12:16:49.619Z,"35km SSW of Ferndale, California",earthquake,0.61,0.46,0.302,18,reviewed,nc,nc
2014-03-28T02:32:55.000Z,40.4381667,-125.8856667,18.732,2.83,ml,39,278,1.181,0.15,nc,nc72189875,2017-02-03T12:09:37.156Z,"138km W of Ferndale, California",earthquake,2.39,6.22,0.178,6,reviewed,nc,nc
2014-03-28T01:44:16.330Z,40.6963333,-125.2338333,24.119,2.81,md,28,273,0.7171,0.24,nc,nc72189870,2017-02-03T12:09:31.215Z,"83km W of Ferndale, California",earthquake,1.04,17.51,0.186,38,reviewed,nc,nc
2014-03-27T19:49:17.700Z,41.0736667,-125.1816667,23.204,2.82,md,34,268,0.8766,0.27,nc,nc72189730,2017-02-03T12:06:56.711Z,"90km WNW of Bayview, California",earthquake,3.7,17.46,0.2,41,reviewed,nc,nc
2014-03-26T08:42:08.490Z,40.383,-124.7461667,16.511,2.62,md,33,252,0.3252,0.25,nc,nc72189095,2017-02-03T11:57:13.398Z,"46km WSW of Ferndale, California",earthquake,0.77,0.74,0.179,36,reviewed,nc,nc
2014-03-26T02:07:17.320Z,40.5543333,-125.2306667,7.279,2.74,md,28,296,0.6847,0.27,nc,nc72188960,2017-02-03T11:54:38.878Z,"81km W of Ferndale, California",earthquake,6.22,5.8,0.144,29,reviewed,nc,nc
2014-03-24T15:51:30.080Z,40.5451667,-125.2315,19.029,2.7,md,23,289,0.6847,0.18,nc,nc72188085,2017-02-03T11:42:28.061Z,"82km W of Ferndale, California",earthquake,4.42,6.94,0.251,26,reviewed,nc,nc
2014-03-24T12:39:18.560Z,40.4933333,-124.7706667,21.019,2.56,md,23,263,0.3306,0.15,nc,nc72187995,2017-02-03T11:41:13.660Z,"43km WSW of Ferndale, California",earthquake,0.71,0.77,0.23,25,reviewed,nc,nc
2014-03-23T16:37:47.730Z,40.7281667,-125.256,22.352,2.84,md,56,253,0.7432,0.26,nc,nc72187350,2017-02-03T11:32:20.920Z,"85km WNW of Ferndale, California",earthquake,2.24,7.87,0.19,44,reviewed,nc,nc
2014-03-21T14:37:36.360Z,40.665,-125.3393333,21.039,3.79,ml,79,256,0.7856,0.18,nc,nc72185850,2017-03-17T23:11:32.594Z,"91km W of Ferndale, California",earthquake,1.76,3.9,0.219,34,reviewed,nc,nc
2014-03-21T10:58:31.670Z,40.6208333,-125.3771667,19.449,2.88,md,40,266,0.8045,0.3,nc,nc72185795,2017-02-03T11:09:24.875Z,"94km W of Ferndale, California",earthquake,5.5,10.99,0.162,30,reviewed,nc,nc
2014-03-20T18:41:34.420Z,40.3086667,-124.4801667,8.531,2.58,md,26,241,0.1505,0.16,nc,nc72185210,2017-02-03T11:04:01.458Z,"34km SSW of Ferndale, California",earthquake,0.91,0.42,0.177,44,reviewed,nc,nc
2014-03-20T17:07:20.840Z,40.2978333,-124.4998333,3.813,3.22,ml,27,230,0.1667,0.11,nc,nc72188626,2017-02-03T11:03:11.390Z,"36km SSW of Ferndale, California",earthquake,0.22,0.53,0.161,20,reviewed,nc,nc
2014-03-20T17:07:15.880Z,40.3143333,-124.4725,6.851,2.59,ml,23,249,0.1441,0.06,nc,nc71081449,2017-02-03T11:03:00.154Z,"34km SSW of Ferndale, California",earthquake,0.76,0.31,0.28,4,reviewed,nc,nc
2014-03-20T15:54:18.440Z,40.3075,-124.4838333,7.651,2.63,md,26,241,0.1532,0.16,nc,nc72188586,2017-02-03T11:02:50.290Z,"35km SSW of Ferndale, California",earthquake,0.57,0.51,0.145,40,reviewed,nc,nc
2014-03-20T13:41:19.630Z,40.678,-125.2803333,23.662,2.83,md,28,276,0.745,0.26,nc,nc72188531,2017-02-03T11:01:58.585Z,"86km W of Ferndale, California",earthquake,2.21,16.9,0.163,35,reviewed,nc,nc
2014-03-20T01:19:59.450Z,40.306,-124.4893333,7.471,2.87,md,28,241,0.1577,0.17,nc,nc72188301,2017-02-03T10:58:10.414Z,"35km SSW of Ferndale, California",earthquake,0.47,0.35,0.232,56,reviewed,nc,nc
2014-03-19T09:57:08.020Z,40.3068333,-124.5126667,6.939,3.95,mw,30,243,0.173,0.19,nc,nc72187866,2017-03-17T23:12:39.888Z,"36km SW of Ferndale, California",earthquake,0.53,0.48,,6,reviewed,nc,nc
2014-03-19T09:44:03.680Z,40.307,-124.4788333,7.561,3.32,ml,26,251,0.1495,0.13,nc,nc72187851,2017-02-03T10:51:25.106Z,"35km SSW of Ferndale, California",earthquake,0.91,0.36,0.224,23,reviewed,nc,nc
2014-03-19T09:05:54.220Z,40.307,-124.4968333,7.421,2.76,md,25,253,0.1631,0.18,nc,nc72187831,2017-02-03T10:50:59.910Z,"35km SSW of Ferndale, California",earthquake,0.86,0.52,0.186,43,reviewed,nc,nc
2014-03-19T08:11:20.690Z,40.3336667,-124.5891667,21.685,2.5,md,25,237,0.2333,0.12,nc,nc72187796,2017-02-03T10:50:16.675Z,"38km SW of Ferndale, California",earthquake,0.93,0.5,0.197,23,reviewed,nc,nc
2014-03-19T02:56:59.110Z,40.3101667,-124.4965,6.875,2.53,md,21,241,0.1622,0.07,nc,nc72187681,2017-02-03T10:48:01.773Z,"35km SSW of Ferndale, California",earthquake,0.44,0.27,0.195,28,reviewed,nc,nc
2014-03-19T02:32:46.380Z,40.3071667,-124.5278333,6.665,3.3,ml,28,240,0.1865,0.16,nc,nc72187661,2017-02-03T10:47:46.905Z,"37km SW of Ferndale, California",earthquake,0.76,0.55,0.135,20,reviewed,nc,nc
2014-03-19T00:54:20.100Z,40.3058333,-124.5038333,6.295,3.04,ml,26,232,0.1685,0.09,nc,nc72187616,2017-02-03T10:46:48.620Z,"36km SW of Ferndale, California",earthquake,0.58,0.4,0.179,13,reviewed,nc,nc
2014-03-18T11:32:46.040Z,40.8903333,-124.8683333,24.067,2.83,md,29,256,0.5793,0.25,nc,nc72187371,2017-02-03T10:42:58.428Z,"59km WNW of Bayview, California",earthquake,1.63,16.66,0.161,35,reviewed,nc,nc
2014-03-18T10:33:59.280Z,40.6863333,-125.3328333,22.999,4.41,mw,29,271,0.7865,0.17,nc,nc72187346,2017-03-17T23:12:20.996Z,"91km W of Ferndale, California",earthquake,2.35,8.92,,9,reviewed,nc,nc
2014-03-16T03:46:09.720Z,40.8585,-125.0218333,24.12,4.01,mw,38,257,0.6459,0.17,nc,nc72186031,2017-03-17T23:12:00.204Z,"71km W of Bayview, California",earthquake,0.99,12.48,,10,reviewed,nc,nc
2014-03-16T00:04:27.390Z,40.7838333,-125.1606667,23.054,2.97,ml,55,257,0.6982,0.17,nc,nc72185946,2017-02-03T10:21:26.713Z,"79km WNW of Ferndale, California",earthquake,1.57,7.04,0.175,12,reviewed,nc,nc
2014-03-15T23:27:03.910Z,40.5811667,-124.0863333,17.931,2.84,md,30,122,0.1604,0.1,nc,nc72185936,2017-02-03T10:21:19.630Z,"3km NNE of Hydesville, California",earthquake,0.22,0.34,0.199,64,reviewed,nc,nc
2014-03-15T12:31:20.640Z,40.751,-125.2363333,22.982,2.87,md,28,274,0.7369,0.22,nc,nc72185641,2017-02-03T10:16:48.834Z,"84km WNW of Ferndale, California",earthquake,4,14.68,0.197,38,reviewed,nc,nc
2014-03-15T10:59:19.740Z,40.7646667,-125.1091667,23.694,2.56,md,31,266,0.6541,0.22,nc,nc72185591,2017-02-03T10:15:57.061Z,"74km WNW of Ferndale, California",earthquake,1.76,13.78,0.315,32,reviewed,nc,nc
2014-03-15T08:07:28.310Z,40.7721667,-125.1416667,24.484,2.86,md,29,270,0.6802,0.23,nc,nc72185526,2017-02-03T10:14:53.583Z,"77km WNW of Ferndale, California",earthquake,1.09,17.86,0.26,37,reviewed,nc,nc
2014-03-15T07:43:58.150Z,40.7018333,-124.9921667,23.444,2.83,md,33,274,0.5468,0.12,nc,nc72185491,2017-02-03T10:14:33.171Z,"63km WNW of Ferndale, California",earthquake,1.74,10.31,0.169,34,reviewed,nc,nc
2014-03-14T16:32:35.210Z,40.3481667,-124.6103333,19.005,4,mw,49,229,0.2441,0.14,nc,nc72185141,2017-03-17T23:11:00.166Z,"38km SW of Ferndale, California",earthquake,0.65,0.4,,13,reviewed,nc,nc
2014-03-14T16:16:33.810Z,40.714,-125.3471667,28.109,2.73,md,22,304,0.8045,0.24,nc,nc72185126,2017-02-03T10:08:18.494Z,"92km W of Ferndale, California",earthquake,1.65,16.36,0.193,27,reviewed,nc,nc
2014-03-13T23:27:46.290Z,40.5415,-125.3041667,22.142,2.9,mh,44,296,0.7396,0.32,nc,nc72184591,2017-02-03T09:58:26.278Z,"88km W of Ferndale, California",earthquake,8.01,19.69,,0,reviewed,nc,nc
2014-03-13T19:13:16.650Z,41.846,-126.88,10.16,4.6,mb,,88,2.01,1.02,us,usc000nnwk,2014-05-16T21:51:39.000Z,"212km WSW of Gold Beach, Oregon",earthquake,,4.2,0.097,36,reviewed,us,us
2014-03-13T19:11:34.640Z,41.9039,-126.8982,10,5.5,mww,,63,2.013,1.14,us,usc000nah5,2017-02-03T09:55:49.106Z,"212km WSW of Gold Beach, Oregon",earthquake,,1.8,,,reviewed,us,us
2014-03-13T18:47:36.020Z,40.3333333,-124.5996667,20.065,2.57,md,34,232,0.2414,0.15,nc,nc72184436,2017-02-03T09:55:37.420Z,"39km SW of Ferndale, California",earthquake,1.13,0.35,0.124,35,reviewed,nc,nc
2014-03-13T12:36:44.200Z,40.4085,-125.3858333,14.612,2.83,md,28,279,0.8018,0.3,nc,nc72184276,2017-02-03T09:53:34.867Z,"96km W of Ferndale, California",earthquake,7.78,9.43,0.128,42,reviewed,nc,nc
2014-03-12T09:08:07.980Z,40.7465,-125.1916667,17.734,2.99,ml,57,252,0.7036,0.16,nc,nc72183401,2017-02-03T09:39:33.008Z,"80km WNW of Ferndale, California",earthquake,1.25,2.8,0.107,16,reviewed,nc,nc
2014-03-12T07:49:38.100Z,40.6535,-125.2478333,23.627,2.91,md,37,298,0.7153,0.19,nc,nc72183356,2017-02-03T09:38:39.795Z,"83km W of Ferndale, California",earthquake,1.69,12.8,0.136,31,reviewed,nc,nc
2014-03-12T04:12:07.770Z,40.591,-125.339,23.852,2.97,md,26,271,0.7712,0.25,nc,nc72183201,2017-02-03T09:36:16.547Z,"91km W of Ferndale, California",earthquake,2.22,18.8,0.107,31,reviewed,nc,nc
2014-03-11T23:14:26.890Z,40.5281667,-125.2616667,23.446,2.83,md,21,285,0.7063,0.21,nc,nc72183066,2017-02-03T09:33:19.439Z,"84km W of Ferndale, California",earthquake,3.17,16,0.18,32,reviewed,nc,nc
2014-03-11T19:21:41.420Z,40.6455,-125.3065,23.182,3.14,ml,47,255,0.7568,0.22,nc,nc72183006,2017-02-03T09:32:15.079Z,"88km W of Ferndale, California",earthquake,1.81,10.93,0.116,14,reviewed,nc,nc
2014-03-11T09:47:02.480Z,40.5721667,-125.2805,17.467,2.83,md,23,295,0.7243,0.2,nc,nc72182791,2017-02-03T09:29:52.502Z,"86km W of Ferndale, California",earthquake,5.22,6.73,0.162,36,reviewed,nc,nc
2014-03-11T08:05:10.970Z,40.6903333,-125.1853333,10.884,2.9,md,38,280,0.6802,0.21,nc,nc72182771,2017-02-03T09:29:31.976Z,"78km W of Ferndale, California",earthquake,5.46,6.27,0.156,35,reviewed,nc,nc
2014-03-11T03:46:32.540Z,40.8236667,-125.1023333,24.474,2.88,md,26,270,0.6775,0.26,nc,nc72182691,2017-02-03T09:27:34.217Z,"75km WNW of Ferndale, California",earthquake,1.07,20.66,0.22,45,reviewed,nc,nc
2014-03-11T01:55:55.640Z,40.6721667,-125.3588333,24.289,2.81,md,24,263,0.8018,0.21,nc,nc72182671,2017-02-03T09:27:09.721Z,"93km W of Ferndale, California",earthquake,1.56,31.61,0.218,34,reviewed,nc,nc
2014-03-11T01:55:03.610Z,40.6376667,-125.1258333,13.184,2.52,md,23,301,0.6216,0.15,nc,nc72182666,2017-02-03T09:27:04.537Z,"73km W of Ferndale, California",earthquake,7.79,9.28,0.247,29,reviewed,nc,nc
2014-03-11T00:14:29.450Z,40.5466667,-125.2965,17.752,2.78,md,24,303,0.7342,0.17,nc,nc72182661,2017-02-03T09:26:58.787Z,"87km W of Ferndale, California",earthquake,5.64,7.85,0.185,35,reviewed,nc,nc
2014-03-11T00:13:08.410Z,40.7936667,-125.1561667,23.364,2.91,md,40,242,0.6991,0.28,nc,nc72182656,2017-02-03T09:26:53.443Z,"79km WNW of Ferndale, California",earthquake,1.71,11.69,0.156,32,reviewed,nc,nc
2014-03-10T20:54:58.300Z,40.506,-125.2348333,4.604,2.73,md,17,310,0.6847,0.26,nc,nc72182586,2017-02-03T09:25:50.735Z,"82km W of Ferndale, California",earthquake,12.82,10.97,0.196,18,reviewed,nc,nc
2014-03-10T19:44:56.050Z,40.5921667,-125.3665,23.569,2.91,md,24,279,0.7919,0.25,nc,nc72182551,2017-02-03T09:25:25.572Z,"93km W of Ferndale, California",earthquake,3.2,15.54,0.165,36,reviewed,nc,nc
2014-03-10T18:59:48.110Z,40.5818333,-125.3621667,22.392,2.9,md,24,287,0.7874,0.21,nc,nc72182546,2017-02-03T09:25:19.552Z,"92km W of Ferndale, California",earthquake,5.22,13.85,0.161,27,reviewed,nc,nc
2014-03-10T16:44:45.690Z,40.753,-125.189,24.314,2.84,md,26,256,0.7045,0.23,nc,nc72182511,2017-02-03T09:24:43.040Z,"80km WNW of Ferndale, California",earthquake,1.07,17.07,0.235,31,reviewed,nc,nc
2014-03-10T15:44:03.620Z,40.6586667,-125.3021667,23.372,2.94,md,14,300,0.7568,0.19,nc,nc72182466,2017-02-03T09:23:46.946Z,"88km W of Ferndale, California",earthquake,3.42,15.8,0.164,24,reviewed,nc,nc
2014-03-10T15:16:29.320Z,40.4483333,-124.8753333,7.434,3.65,mw,79,244,0.4108,0.26,nc,nc72182456,2017-02-03T09:23:35.350Z,"53km WSW of Ferndale, California",earthquake,0.59,0.96,,4,reviewed,nc,nc
2014-03-10T15:00:14.800Z,40.4866667,-125.154,-0.366,2.98,md,42,279,0.6225,0.17,nc,nc72182446,2017-02-03T09:23:17.906Z,"76km W of Ferndale, California",earthquake,1.18,0.69,0.171,32,reviewed,nc,nc
2014-03-10T14:42:56.290Z,40.6568333,-125.3245,22.802,2.98,ml,44,265,0.773,0.19,nc,nc72182421,2017-02-03T09:22:55.432Z,"90km W of Ferndale, California",earthquake,2.66,10.06,0.195,11,reviewed,nc,nc
2014-03-10T13:58:40.700Z,40.6855,-125.2918333,22.152,3.28,ml,44,247,0.7559,0.24,nc,nc72182391,2017-02-03T09:22:07.404Z,"87km W of Ferndale, California",earthquake,1.94,6.08,0.114,14,reviewed,nc,nc
2014-03-10T13:06:52.670Z,40.543,-125.081,4.543,2.61,md,27,268,0.6468,0.21,nc,nc72182366,2017-02-03T09:21:45.745Z,"69km W of Ferndale, California",earthquake,1.34,0.95,0.147,33,reviewed,nc,nc
2014-03-10T12:41:35.510Z,40.6186667,-125.388,24.656,2.8,md,19,280,0.8919,0.23,nc,nc71080754,2017-02-03T09:21:22.563Z,"95km W of Ferndale, California",earthquake,3.8,18.48,0.087,12,reviewed,nc,nc
2014-03-10T12:41:01.110Z,40.6013333,-125.3248333,23.842,3.05,ml,40,264,0.8414,0.34,nc,nc72182356,2017-02-03T09:21:17.434Z,"89km W of Ferndale, California",earthquake,2.36,19.61,0.153,10,reviewed,nc,nc
2014-03-10T10:46:22.570Z,40.6611667,-125.298,21.532,3.46,mw,73,238,0.8441,0.14,nc,nc72182311,2017-02-03T09:20:21.240Z,"88km W of Ferndale, California",earthquake,1.09,3.87,,3,reviewed,nc,nc
2014-03-10T10:28:18.520Z,40.7778333,-125.1915,18.883,4.47,mw,89,231,0.8279,0.21,nc,nc72182306,2017-03-17T23:10:29.585Z,"81km WNW of Ferndale, California",earthquake,0.97,2.71,,4,reviewed,nc,nc
2014-03-10T10:18:07.740Z,40.7191667,-125.2101667,23.945,3.24,ml,50,245,0.8099,0.29,nc,nc72182296,2017-02-03T09:19:44.526Z,"81km WNW of Ferndale, California",earthquake,1.07,14.78,0.203,14,reviewed,nc,nc
2014-03-10T09:57:24.270Z,40.7375,-125.3043333,22.116,2.95,md,45,248,0.8811,0.25,nc,nc72182291,2017-02-03T09:19:37.771Z,"89km WNW of Ferndale, California",earthquake,2.14,10.3,0.129,34,reviewed,nc,nc
2014-03-10T09:56:23.800Z,40.5201667,-125.0406667,1.813,2.65,md,29,289,0.6099,0.24,nc,nc72182286,2017-02-03T09:19:30.320Z,"66km W of Ferndale, California",earthquake,1.74,0.96,0.156,23,reviewed,nc,nc
2014-03-10T09:54:26.110Z,40.8261667,-125.1218333,21.033,3.71,mw,65,240,0.782,0.14,nc,nc72182276,2017-02-03T09:19:10.820Z,"77km WNW of Ferndale, California",earthquake,0.82,2.92,,3,reviewed,nc,nc
2014-03-10T09:42:42.800Z,40.7638333,-125.21,24.055,3.64,mw,70,234,0.8324,0.17,nc,nc72182266,2017-02-03T09:18:57.310Z,"82km WNW of Ferndale, California",earthquake,0.95,8.6,,3,reviewed,nc,nc
2014-03-10T09:41:51.220Z,40.6563333,-125.015,3.654,2.51,md,30,291,0.6495,0.17,nc,nc72182271,2017-02-03T09:18:35.591Z,"64km W of Ferndale, California",earthquake,1.2,1.16,0.213,25,reviewed,nc,nc
2014-03-10T09:36:18.970Z,40.6291667,-125.3566667,24.736,2.69,md,20,287,0.873,0.22,nc,nc72182261,2017-02-03T09:18:30.524Z,"92km W of Ferndale, California",earthquake,1.95,17.25,0.171,14,reviewed,nc,nc
2014-03-10T09:10:52.680Z,40.7295,-125.1543333,24.344,2.62,md,23,273,0.7784,0.13,nc,nc72182246,2017-02-03T09:18:10.976Z,"77km WNW of Ferndale, California",earthquake,0.9,12.6,0.117,16,reviewed,nc,nc
2014-03-10T08:47:33.160Z,40.5825,-125.3051667,23.652,2.84,md,20,285,0.8207,0.23,nc,nc72182221,2017-02-03T09:17:45.664Z,"88km W of Ferndale, California",earthquake,2.53,18.53,0.162,22,reviewed,nc,nc
2014-03-10T08:35:51.740Z,40.7358333,-125.1996667,15.195,2.5,md,14,299,0.8108,0.27,nc,nc72182211,2017-02-03T09:17:34.524Z,"81km WNW of Ferndale, California",earthquake,10.31,14.32,0.108,17,reviewed,nc,nc
2014-03-10T07:49:00.780Z,40.7281667,-125.2223333,23.445,3,ml,56,245,0.8216,0.27,nc,nc72182201,2017-02-03T09:17:18.727Z,"82km WNW of Ferndale, California",earthquake,1.14,10.88,0.139,13,reviewed,nc,nc
2014-03-10T07:44:05.070Z,40.5388333,-125.0658333,0.223,2.72,md,11,330,0.6342,0.12,nc,nc72182191,2017-02-03T09:17:13.090Z,"68km W of Ferndale, California",earthquake,2.26,0.79,0.14,28,reviewed,nc,nc
2014-03-10T07:37:05.600Z,40.4388333,-125.2541667,4.431,2.91,md,14,322,0.7495,0.16,nc,nc72182186,2017-02-03T09:17:02.462Z,"85km W of Ferndale, California",earthquake,11.38,9.79,0.119,17,reviewed,nc,nc
2014-03-10T07:15:36.100Z,40.6836667,-125.1208333,9.104,2.99,md,26,283,0.7333,0.19,nc,nc72182176,2017-02-03T09:16:47.714Z,"73km W of Ferndale, California",earthquake,3.92,3.7,0.181,36,reviewed,nc,nc
2014-03-10T06:58:44.410Z,40.5678333,-125.0586667,-0.357,2.68,md,30,306,0.6396,0.12,nc,nc72182171,2017-02-03T09:16:41.720Z,"67km W of Ferndale, California",earthquake,1.5,0.64,0.186,26,reviewed,nc,nc
2014-03-10T06:51:19.940Z,40.56,-125.437,19.466,2.93,md,15,296,0.9108,0.19,nc,nc72182166,2017-02-03T09:16:36.606Z,"99km W of Ferndale, California",earthquake,6.64,10.84,0.178,28,reviewed,nc,nc
2014-03-10T06:47:17.650Z,40.521,-125.2426667,20.535,3.03,ml,17,290,0.7577,0.15,nc,nc72182161,2017-02-03T09:16:31.560Z,"83km W of Ferndale, California",earthquake,6.23,8.42,0.2,7,reviewed,nc,nc
2014-03-10T06:41:49.380Z,40.5011667,-125.1023333,0.093,2.78,md,28,278,0.6495,0.18,nc,nc72182156,2017-02-03T09:16:26.313Z,"71km W of Ferndale, California",earthquake,1.13,0.53,0.176,29,reviewed,nc,nc
2014-03-10T06:39:10.120Z,40.7295,-124.8723333,4.394,2.5,md,28,301,0.6063,0.14,nc,nc72182151,2017-02-03T09:16:20.955Z,"54km WNW of Ferndale, California",earthquake,1.09,1.05,0.163,21,reviewed,nc,nc
2014-03-10T06:30:03.510Z,40.5523333,-125.1645,10.764,2.55,md,22,320,0.7099,0.27,nc,nc72182146,2017-02-03T09:16:15.468Z,"76km W of Ferndale, California",earthquake,12.21,12.96,0.239,19,reviewed,nc,nc
2014-03-10T06:26:29.850Z,40.5126667,-125.019,-0.121,2.63,md,27,299,0.5919,0.19,nc,nc72182141,2017-02-03T09:16:00.549Z,"64km W of Ferndale, California",earthquake,1.11,0.81,0.209,18,reviewed,nc,nc
2014-03-10T06:22:45.880Z,40.7188333,-124.9371667,3.154,3.33,ml,23,277,0.6369,0.25,nc,nc72182136,2017-02-03T09:15:54.610Z,"59km WNW of Ferndale, California",earthquake,1.6,1.35,0.137,11,reviewed,nc,nc
2014-03-10T06:21:15.850Z,40.571,-125.3666667,9.532,3.22,ml,33,251,0.8622,0.25,nc,nc72182131,2017-02-03T09:15:49.065Z,"93km W of Ferndale, California",earthquake,2.89,31.61,0.167,13,reviewed,nc,nc
2014-03-10T06:13:07.730Z,40.5936667,-125.33,17.532,2.61,md,14,303,0.8423,0.26,nc,nc72182126,2017-02-03T09:15:43.637Z,"90km W of Ferndale, California",earthquake,1.45,31.61,0.202,19,reviewed,nc,nc
2014-03-10T06:12:23.000Z,40.7231667,-125.2291667,23.695,2.76,ml,28,261,0.8243,0.18,nc,nc72182121,2017-02-03T09:15:38.620Z,"83km WNW of Ferndale, California",earthquake,1.15,12.5,0.104,6,reviewed,nc,nc
2014-03-10T05:57:30.460Z,40.8336667,-125.068,21.587,2.82,md,33,238,0.7865,0.23,nc,nc72182116,2017-02-03T09:15:33.272Z,"73km WNW of Ferndale, California",earthquake,1.92,6.27,0.281,24,reviewed,nc,nc
2014-03-10T05:51:10.900Z,40.6211667,-125.3605,18.726,4.35,ml,73,241,0.873,0.15,nc,nc72182106,2017-03-17T23:10:07.487Z,"92km W of Ferndale, California",earthquake,0.99,3.08,0.168,60,reviewed,nc,nc
2014-03-10T05:43:26.270Z,40.4813333,-125.1076667,1.104,2.93,ml,27,292,0.6477,0.15,nc,nc72182101,2017-02-03T09:15:05.954Z,"72km W of Ferndale, California",earthquake,0.82,0.55,0.113,11,reviewed,nc,nc
2014-03-10T05:41:47.900Z,40.7441667,-125.2091667,24.165,3.03,ml,38,244,0.8216,0.28,nc,nc72182091,2017-02-03T09:15:00.244Z,"82km WNW of Ferndale, California",earthquake,1.71,17.36,0.125,16,reviewed,nc,nc
2014-03-10T05:36:39.520Z,40.574,-125.3506667,17.236,3.79,ml,22,272,0.8514,0.29,nc,nc72182086,2017-02-03T09:14:54.048Z,"92km W of Ferndale, California",earthquake,5.66,7.27,0.194,40,reviewed,nc,nc
